+------------------------------------------------------------------------------+--------------------------------------+--------------------------------------+------------------+------+---------+-------------------------------------------+--------------------------------------+
|                                     NAME                                     |               VERSION                |                 UUID                 |     VULN-ID      | CVSS |  EPSS   |              COMPONENT-NAME               |          COMPONENT-VERSION           |
|                       rancher-galera:10.0.22-rancher2                        |           1.0.1k-3+deb8u2            | a0f771a4-b301-4e45-8127-089ae5fc44e6 |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |           1.0.1k-3+deb8u2            |
|                          rancher-enterprise:latest                           |          1.0.1f-1ubuntu2.27          | 6c967ca0-d291-405f-87ac-88ac543faeec |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |          1.0.1f-1ubuntu2.27          |
|               rancher-istio-coredns-plugin:0.2-istio-1.1-amd64               |          1.0.1f-1ubuntu2.5           | 9966e135-0078-46e3-a7a7-b1ac0c2ddccc |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |          1.0.1f-1ubuntu2.5           |
|                             rancher-kopf:v0.4.0                              |           1.0.1k-3+deb8u1            | 9807c42e-1b1d-41d1-b5f7-e69f72bc8329 |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |           1.0.1k-3+deb8u1            |
|                         rancher-mesos-master:latest                          |          1.0.1f-1ubuntu2.19          | 16822064-7f90-4930-8d33-f6f3c37a44ab |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
|                         rancher-mongodb-conf:v0.1.1                          |              1.0.1u-r0               | 3369a9cb-3023-400f-a1cd-804ac72377eb |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |              1.0.1u-r0               |
|                            rancher-server:latest                             |          1.0.1f-1ubuntu2.27          | ca52e70d-c507-4cce-a42b-4d11ba374d96 |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |          1.0.1f-1ubuntu2.27          |
|                          redislabs-redis-py:latest                           |           1.0.1t-1+deb8u7            | 37b64f56-4f3b-4aa5-b849-92c50b6692f5 |  CVE-2014-0160   | 7.5  | 0.97588 |                  openssl                  |           1.0.1t-1+deb8u7            |
|                  amazon-opendistro-for-elasticsearch:latest                  |                2.13.0                | 0a770984-32cf-40c6-bc48-4b84111af779 |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.13.0                |
|                  amazon-opendistro-for-elasticsearch:latest                  |                2.11.1                | 0a770984-32cf-40c6-bc48-4b84111af779 |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.11.1                |
|                  amazon-opendistro-for-elasticsearch:latest                  |                2.13.0                | 0a770984-32cf-40c6-bc48-4b84111af779 |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.13.0                |
|               circleci-openjdk:11-buster-node-browsers-legacy                |                2.11.2                | 7909be1c-cdca-4fee-9570-3fc5e36f910d |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.11.2                |
|               circleci-openjdk:11-buster-node-browsers-legacy                |                2.11.2                | 7909be1c-cdca-4fee-9570-3fc5e36f910d |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.11.2                |
|                        datadog-agent-arm64:7.29.1-jmx                        |                2.12.1                | 0b40292c-bcf3-411b-85a7-ace673153324 |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.12.1                |
|             puppet-continuous-delivery-for-puppet-enterprise:3.x             |                2.13.2                | 388f8269-f59b-4a3f-8055-0928a828f40e |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.13.2                |
|                       rancher-openzipkin-zipkin:2.14.2                       |                2.11.2                | bed917a5-0426-41c9-b4ab-0e186528575c |  CVE-2021-44228  | 10.0 | 0.97567 |                log4j-core                 |                2.11.2                |
|              mirantis-salt:saltstack-ubuntu-bionic-salt-2018.3               |               2018.3.0               | 5fc83cd6-d491-461c-a954-f1fa4289413e |  CVE-2020-16846  | 9.8  | 0.97532 |                   salt                    |               2018.3.0               |
|                         bitnami-jasperreports:latest                         |                2.3.25                | a6e5a842-6cdf-45e4-95f2-783065b9a288 | CVE-2017-1000028 | 7.5  | 0.97522 |               grizzly-http                |                2.3.25                |
|                         bitnami-jasperreports:latest                         |                2.3.25                | a6e5a842-6cdf-45e4-95f2-783065b9a288 | CVE-2017-1000028 | 7.5  | 0.97522 |    org.glassfish.grizzly:grizzly-http     |                2.3.25                |
|                   jetbrains-teamcity-minimal-agent:latest                    |                2.3.25                | e3009884-6904-4bdd-8e32-3e552a41f68e | CVE-2017-1000028 | 7.5  | 0.97522 |               grizzly-http                |                2.3.25                |
|                       jetbrains-teamcity-agent:latest                        |                2.3.25                | ed77e34d-6d52-46d7-b5da-08a191ba1a57 | CVE-2017-1000028 | 7.5  | 0.97522 |               grizzly-http                |                2.3.25                |
|                                grafana-fuzzy                                 |                v0.7.3                | 59cdee49-9b51-4075-8263-9771afea325a |  CVE-2020-15505  | 9.8  | 0.97504 |               xorm.io/core                |                v0.7.3                |
|                                grafana-fuzzy                                 |                v0.7.3                | 59cdee49-9b51-4075-8263-9771afea325a |  CVE-2020-15505  | 9.8  | 0.97504 |               xorm.io/core                |                v0.7.3                |
|              mirantis-salt:saltstack-ubuntu-bionic-salt-2018.3               |               2018.3.0               | 5fc83cd6-d491-461c-a954-f1fa4289413e |  CVE-2020-11651  | 9.8  | 0.97493 |                   salt                    |               2018.3.0               |
|                    adobecoldfusion-coldfusion2021:latest                     |                1.2.17                | 356db789-fbbb-4009-be38-568ec17b06f3 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     airbyte-destination-bigquery:latest                      |                1.2.17                | edf6ecb5-2ca9-4079-8537-f4f4cdbbc130 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                        airbyte-destination-s3:latest                         |                1.2.17                | ebd7d245-5956-4189-a818-616550db55c8 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     airbyte-destination-postgres:latest                      |                1.2.17                | 3cd70ee6-4fee-4bae-ad9b-48266dfef222 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                        airbyte-source-redshift:latest                        |                1.2.17                | 0f62fd79-62a0-49fd-8605-9e5b791d8c3b |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                           apachepinot-pinot:latest                           |                1.2.17                | 739477f1-56c4-4682-95a9-f3304552fb69 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                        astronomerinc-ap-prisma:latest                        |                1.2.17                | b6556ee6-df59-4c8c-aa24-89d2f1a7938d |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-bamboo-server:9.1.1-ubuntu                     |                1.2.17                | 7f08b576-624c-4309-8381-d9a944e49823 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-bamboo-server:9.1.1-ubuntu                     |                1.2.17                | 7f08b576-624c-4309-8381-d9a944e49823 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-crowd:4.2.0-ubuntu-jdk-11                      |                1.2.17                | a58d01a9-99e7-487c-850e-fc41ff3dab7a |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-crowd:4.2.0-ubuntu-jdk-11                      |                1.2.17                | a58d01a9-99e7-487c-850e-fc41ff3dab7a |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-crowd:4.2.0-ubuntu-jdk-11                      |                1.2.17                | a58d01a9-99e7-487c-850e-fc41ff3dab7a |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-crowd:4.2.0-ubuntu-jdk-11                      |                1.2.17                | a58d01a9-99e7-487c-850e-fc41ff3dab7a |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                     atlassian-crowd:4.2.0-ubuntu-jdk-11                      |                1.2.17                | a58d01a9-99e7-487c-850e-fc41ff3dab7a |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                          atlassian-crucible:latest                           |                1.2.17                | 436a931a-a803-4527-9bfb-fbd29219909f |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                           atlassian-fisheye:latest                           |                1.2.17                | dd232142-232e-451a-aeee-477d71f39af6 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                            atlassian-stash:latest                            |                1.2.17                | a8531426-82a6-463a-93e7-1d57753d6a1d |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                        datadog-docker-dd-agent:latest                        |                1.2.17                | 98469f38-a332-4783-a43d-ce223478631b |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                       datadog-docker-dogstatsd:latest                        |                1.2.17                | d075f7e5-ff8d-42d4-a368-ce84ea190438 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                       datadog-docker-dogstatsd:latest                        |                1.2.12                | d075f7e5-ff8d-42d4-a368-ce84ea190438 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.12                |
|                        jetbrains-upsource:2020.1.2006                        |                1.2.12                | 8cb322b8-b46f-4413-886d-fbfed246d459 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.12                |
|                        jetbrains-upsource:2020.1.2006                        |                1.2.12                | 8cb322b8-b46f-4413-886d-fbfed246d459 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.12                |
|                        jetbrains-upsource:2020.1.2006                        |                1.2.12                | 8cb322b8-b46f-4413-886d-fbfed246d459 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.12                |
|                        jetbrains-upsource:2020.1.2006                        |                1.2.12                | 8cb322b8-b46f-4413-886d-fbfed246d459 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.12                |
|                        jetbrains-upsource:2020.1.2006                        |                1.2.16                | 8cb322b8-b46f-4413-886d-fbfed246d459 |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.16                |
|                         rancher-mesos-master:latest                          |              1.2-1.2.17              | 16822064-7f90-4930-8d33-f6f3c37a44ab |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |              1.2-1.2.17              |
|                             ubuntu-kafka:latest                              |                1.2.17                | 50be9255-cd55-438a-b6a8-4cb6f0d7dfaa |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                           ubuntu-zookeeper:latest                            |                1.2.17                | 4dbfb134-e605-4fc7-b86c-92424329108c |  CVE-2019-17571  | 9.8  | 0.97467 |                   log4j                   |                1.2.17                |
|                       datadog-docker-dogstatsd:latest                        |                3.1.2                 | d075f7e5-ff8d-42d4-a368-ce84ea190438 |  CVE-2017-11610  | 8.8  | 0.97461 |                supervisor                 |                3.1.2                 |
|                  kasmweb-core-ubuntu-bionic:1.13.1-rolling                   |                3.3.1                 | 9b447571-dec2-46de-b554-30fc4b769454 |  CVE-2017-11610  | 8.8  | 0.97461 |                supervisor                 |                3.3.1                 |
|                         kasmweb-slack:1.10.0-rolling                         |                3.3.1                 | 089cef97-3b21-4cc1-b229-59b5f5ff45fa |  CVE-2017-11610  | 8.8  | 0.97461 |                supervisor                 |                3.3.1                 |
|                     atlassian-crowd:4.2.0-ubuntu-jdk-11                      |                1.4.10                | a58d01a9-99e7-487c-850e-fc41ff3dab7a |  CVE-2020-26217  | 8.8  | 0.97456 |                  xstream                  |                1.4.10                |
|                       atlassian-pipelines-agent:latest                       |           1.0.1t-1+deb8u5            | 5e5bad65-6719-45dd-81c2-692b93d72fab |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u5            |
|                            atlassian-stash:latest                            |           1.0.1t-1+deb8u2            | a8531426-82a6-463a-93e7-1d57753d6a1d |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u2            |
|                     bitnami-debian-base-buildpack:latest                     |           1.0.1t-1+deb8u6            | 9f8d660d-5a44-41d3-b263-ffe0881d4c4f |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u6            |
|                         circleci-builder-base:latest                         |          1.0.1f-1ubuntu2.19          | 3ad90207-c6f7-45eb-8f0f-d16a964e8875 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
|                           circleci-cassandra:3.10                            |           1.0.1t-1+deb8u6            | 66de1b3e-a13f-49c3-8e9e-54c8d461c836 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u6            |
|                             circleci-java:latest                             |           1.0.1t-1+deb8u6            | bb5977ec-3edd-48c8-b8a8-63ca02604a25 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u6            |
|                    continuumio-conda-concourse-ci:latest                     |            1.0.1e-57.el6             | 5019d5c9-cac4-4798-84a3-d8eb19e1640e |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |            1.0.1e-57.el6             |
|                       cockroachdb-postgres-test:latest                       |           1.0.1k-3+deb8u4            | 6acce233-5c80-4678-aa6a-cfb75dc5eeca |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1k-3+deb8u4            |
|                   docker-example-voting-app-worker:latest                    |           1.0.1t-1+deb8u5            | 6cc1a0f6-145f-4dd2-81d4-a24caad939dc |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u5            |
|                            docker-whalesay:latest                            |          1.0.1f-1ubuntu2.11          | 9ea22e90-1983-4b9c-a0b2-0a25b03cfc10 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.11          |
|                     google-guestbook-python-redis:latest                     |            2.7.3-4+deb7u1            | bf93e329-b7f1-41bb-9bb0-edfeed0d39b9 |  CVE-2014-0224   | 7.4  | 0.97445 |                  python                   |            2.7.3-4+deb7u1            |
|                        google-docker-registry:latest                         |            2.7.3-4+deb7u1            | bf195e56-5a50-4c5a-8597-30a92f287451 |  CVE-2014-0224   | 7.4  | 0.97445 |                  python                   |            2.7.3-4+deb7u1            |
|                        mirantis-rethinkcli:v2.2.0-ni                         |           1.0.1t-1+deb8u7            | 2c822f6c-8b6c-4584-9dda-275c7df38595 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u7            |
|                         onlyoffice-mailserver:latest                         |           1.0.1e-58.el6_10           | 98483bc0-288f-458e-b401-36e28f0fcd41 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1e-58.el6_10           |
|                             percona-proxysql:1.4                             |           1.0.1t-1+deb8u12           | 36b779a3-9ea5-497c-86c6-cfca7402aad3 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u12           |
|                        rancher-agent-instance:v0.8.3                         |          1.0.1f-1ubuntu2.19          | 849b2d59-28b2-4b3a-b894-a280bd1e8e0f |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
|                       rancher-galera:10.0.22-rancher2                        |           1.0.1k-3+deb8u2            | a0f771a4-b301-4e45-8127-089ae5fc44e6 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1k-3+deb8u2            |
|                          rancher-enterprise:latest                           |          1.0.1f-1ubuntu2.27          | 6c967ca0-d291-405f-87ac-88ac543faeec |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.27          |
|               rancher-istio-coredns-plugin:0.2-istio-1.1-amd64               |          1.0.1f-1ubuntu2.5           | 9966e135-0078-46e3-a7a7-b1ac0c2ddccc |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.5           |
|                             rancher-kopf:v0.4.0                              |           1.0.1k-3+deb8u1            | 9807c42e-1b1d-41d1-b5f7-e69f72bc8329 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1k-3+deb8u1            |
|                         rancher-mesos-master:latest                          |          1.0.1f-1ubuntu2.19          | 16822064-7f90-4930-8d33-f6f3c37a44ab |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
|                         rancher-mesos-master:latest                          |            2.7.5-5ubuntu3            | 16822064-7f90-4930-8d33-f6f3c37a44ab |  CVE-2014-0224   | 7.4  | 0.97445 |                  python                   |            2.7.5-5ubuntu3            |
|                         rancher-mongodb-conf:v0.1.1                          |              1.0.1u-r0               | 3369a9cb-3023-400f-a1cd-804ac72377eb |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |              1.0.1u-r0               |
|                            rancher-server:latest                             |          1.0.1f-1ubuntu2.27          | ca52e70d-c507-4cce-a42b-4d11ba374d96 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |          1.0.1f-1ubuntu2.27          |
|                          redislabs-redis-py:latest                           |           1.0.1t-1+deb8u7            | 37b64f56-4f3b-4aa5-b849-92c50b6692f5 |  CVE-2014-0224   | 7.4  | 0.97445 |                  openssl                  |           1.0.1t-1+deb8u7            |
|                  amazon-opendistro-for-elasticsearch:latest                  |                2.13.0                | 0a770984-32cf-40c6-bc48-4b84111af779 |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.13.0                |
|                  amazon-opendistro-for-elasticsearch:latest                  |                2.11.1                | 0a770984-32cf-40c6-bc48-4b84111af779 |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.11.1                |
|                  amazon-opendistro-for-elasticsearch:latest                  |                2.13.0                | 0a770984-32cf-40c6-bc48-4b84111af779 |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.13.0                |
|               circleci-openjdk:11-buster-node-browsers-legacy                |                2.11.2                | 7909be1c-cdca-4fee-9570-3fc5e36f910d |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.11.2                |
|               circleci-openjdk:11-buster-node-browsers-legacy                |                2.11.2                | 7909be1c-cdca-4fee-9570-3fc5e36f910d |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.11.2                |
|                        datadog-agent-arm64:7.29.1-jmx                        |                2.12.1                | 0b40292c-bcf3-411b-85a7-ace673153324 |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.12.1                |
|             puppet-continuous-delivery-for-puppet-enterprise:3.x             |                2.13.2                | 388f8269-f59b-4a3f-8055-0928a828f40e |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.13.2                |
|                       rancher-openzipkin-zipkin:2.14.2                       |                2.11.2                | bed917a5-0426-41c9-b4ab-0e186528575c |  CVE-2021-45046  | 9.0  | 0.97411 |                log4j-core                 |                2.11.2                |
|                       atlassian-pipelines-agent:latest                       |           1.0.1t-1+deb8u5            | 5e5bad65-6719-45dd-81c2-692b93d72fab |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u5            |
|                            atlassian-stash:latest                            |           1.0.1t-1+deb8u2            | a8531426-82a6-463a-93e7-1d57753d6a1d |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u2            |
|                     bitnami-debian-base-buildpack:latest                     |           1.0.1t-1+deb8u6            | 9f8d660d-5a44-41d3-b263-ffe0881d4c4f |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u6            |
|                         bitnami-kubeapps-apis:latest                         |               0.10.55                | 3ac105a2-2814-4867-bdcc-95010c259d75 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |               0.10.55                |
|                         circleci-builder-base:latest                         |          1.0.1f-1ubuntu2.19          | 3ad90207-c6f7-45eb-8f0f-d16a964e8875 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
|                           circleci-cassandra:3.10                            |           1.0.1t-1+deb8u6            | 66de1b3e-a13f-49c3-8e9e-54c8d461c836 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u6            |
|                             circleci-java:latest                             |           1.0.1t-1+deb8u6            | bb5977ec-3edd-48c8-b8a8-63ca02604a25 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u6            |
|                    continuumio-conda-concourse-ci:latest                     |            1.0.1e-57.el6             | 5019d5c9-cac4-4798-84a3-d8eb19e1640e |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |            1.0.1e-57.el6             |
|                       cockroachdb-postgres-test:latest                       |           1.0.1k-3+deb8u4            | 6acce233-5c80-4678-aa6a-cfb75dc5eeca |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1k-3+deb8u4            |
|                   docker-example-voting-app-worker:latest                    |           1.0.1t-1+deb8u5            | 6cc1a0f6-145f-4dd2-81d4-a24caad939dc |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u5            |
|                            docker-whalesay:latest                            |          1.0.1f-1ubuntu2.11          | 9ea22e90-1983-4b9c-a0b2-0a25b03cfc10 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |          1.0.1f-1ubuntu2.11          |
|                        mirantis-rethinkcli:v2.2.0-ni                         |           1.0.1t-1+deb8u7            | 2c822f6c-8b6c-4584-9dda-275c7df38595 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u7            |
|                         onlyoffice-mailserver:latest                         |           1.0.1e-58.el6_10           | 98483bc0-288f-458e-b401-36e28f0fcd41 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1e-58.el6_10           |
|                             percona-proxysql:1.4                             |           1.0.1t-1+deb8u12           | 36b779a3-9ea5-497c-86c6-cfca7402aad3 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1t-1+deb8u12           |
|                        rancher-agent-instance:v0.8.3                         |          1.0.1f-1ubuntu2.19          | 849b2d59-28b2-4b3a-b894-a280bd1e8e0f |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
|                       rancher-galera:10.0.22-rancher2                        |           1.0.1k-3+deb8u2            | a0f771a4-b301-4e45-8127-089ae5fc44e6 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1k-3+deb8u2            |
|                          rancher-enterprise:latest                           |          1.0.1f-1ubuntu2.27          | 6c967ca0-d291-405f-87ac-88ac543faeec |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |          1.0.1f-1ubuntu2.27          |
|               rancher-istio-coredns-plugin:0.2-istio-1.1-amd64               |          1.0.1f-1ubuntu2.5           | 9966e135-0078-46e3-a7a7-b1ac0c2ddccc |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |          1.0.1f-1ubuntu2.5           |
|                             rancher-kopf:v0.4.0                              |           1.0.1k-3+deb8u1            | 9807c42e-1b1d-41d1-b5f7-e69f72bc8329 |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |           1.0.1k-3+deb8u1            |
|                         rancher-mesos-master:latest                          |          1.0.1f-1ubuntu2.19          | 16822064-7f90-4930-8d33-f6f3c37a44ab |  CVE-2016-2107   | 5.9  | 0.97361 |                  openssl                  |          1.0.1f-1ubuntu2.19          |
